fecha,mp25_ugm3,mp10_ugm3,so2_ppb,cov_ppb,temperatura_c,humedad_pct
2026-07-01 00:00:59,51,59,0,0,2.778,53.504
2026-07-01 00:05:59,47,52,0,0,2.687,53.867
2026-07-01 00:10:58,39,39,0,0,2.551,53.989
2026-07-01 00:12:32,38,41,0,0,2.505,54.105
2026-07-01 00:15:59,34,35,0,0,2.462,54.336
2026-07-01 00:20:59,40,41,0,0,2.438,54.788
2026-07-01 00:25:44,43,49,0,0,2.422,54.916
2026-07-01 00:25:59,44,49,0,0,2.409,54.922
2026-07-01 00:30:59,56,67,0,0,2.401,54.775
2026-07-01 00:35:59,51,62,0,0,2.297,55.269
2026-07-01 00:40:59,46,54,0,0,2.217,55.629
2026-07-01 00:45:59,56,67,0,0,2.102,57.594
2026-07-01 00:50:59,62,76,0,0,1.998,59.005
2026-07-01 00:55:59,59,73,0,0,1.899,59.658
2026-07-01 01:00:59,65,78,0,0,1.808,60.657
2026-07-01 01:05:59,65,80,0,0,1.731,61.365
2026-07-01 01:10:59,60,72,0,0,1.693,61.729
2026-07-01 01:14:21,57,70,0,0,1.624,61.216
2026-07-01 01:15:59,54,64,0,0,1.595,60.939
2026-07-01 01:16:11,53,64,0,0,1.568,60.922
2026-07-01 01:20:59,48,55,0,0,1.474,60.625
2026-07-01 01:24:49,53,65,0,0,1.362,60.936
2026-07-01 01:25:59,48,52,0,0,1.341,60.892
2026-07-01 01:30:59,40,44,0,0,1.197,60.283
2026-07-01 01:35:48,38,39,0,0,1.106,60.564
2026-07-01 01:35:59,39,39,0,0,1.103,60.587
2026-07-01 01:36:21,40,40,0,0,1.085,60.657
2026-07-01 01:37:12,36,36,0,0,1.071,60.791
2026-07-01 01:40:59,34,35,0,0,0.999,61.403
2026-07-01 01:42:56,31,33,0,0,0.98,61.784
2026-07-01 01:44:37,31,31,0,0,0.97,61.88
2026-07-01 01:45:52,30,33,0,0,0.932,62.013
2026-07-01 01:45:59,30,32,0,0,0.932,62.034
2026-07-01 01:46:23,33,34,0,0,0.93,62.158
2026-07-01 01:50:59,34,34,0,0,0.882,62.503
2026-07-01 01:51:21,34,35,0,0,0.874,62.488
2026-07-01 01:52:05,37,38,0,0,0.868,62.469
2026-07-01 01:52:19,37,38,0,0,0.866,62.481
2026-07-01 01:55:59,36,38,0,0,0.842,62.551
2026-07-01 02:00:59,47,52,0,0,0.793,62.688
2026-07-01 02:01:01,46,52,0,0,0.748,62.679
2026-07-01 02:04:34,50,55,0,0,0.743,62.944
2026-07-01 02:05:59,45,53,0,0,0.7,63.186
2026-07-01 02:07:44,43,46,0,0,0.697,63.35
2026-07-01 02:08:39,41,46,0,0,0.647,63.289
2026-07-01 02:10:14,40,40,0,0,0.633,63.284
2026-07-01 02:10:34,40,40,0,0,0.631,63.255
2026-07-01 02:10:59,37,40,0,0,0.607,63.192
2026-07-01 02:11:01,37,40,0,0,0.609,63.139
2026-07-01 02:11:42,37,40,0,0,0.604,63.039
2026-07-01 02:14:09,39,40,0,0,0.566,62.847
2026-07-01 02:15:59,42,43,0,0,0.55,62.854
2026-07-01 02:16:00,42,43,0,0,0.542,62.889
2026-07-01 02:16:25,42,47,0,0,0.524,62.885
2026-07-01 02:20:45,41,47,0,0,0.529,63.236
2026-07-01 02:21:00,42,49,0,0,0.502,63.253
2026-07-01 02:22:33,41,47,0,0,0.481,63.245
2026-07-01 02:23:36,40,47,0,0,0.465,63.366
2026-07-01 02:24:31,41,46,0,0,0.465,63.337
2026-07-01 02:26:00,44,47,0,0,0.417,63.371
2026-07-01 02:28:05,41,47,0,0,0.39,63.442
2026-07-01 02:31:00,42,43,0,0,0.348,63.8
2026-07-01 02:32:05,42,43,0,0,0.342,63.871
2026-07-01 02:36:01,37,43,0,0,0.305,64.01
2026-07-01 02:41:01,42,46,0,0,0.225,64.432
2026-07-01 02:43:53,38,41,0,0,0.195,64.809
2026-07-01 02:45:04,36,39,0,0,0.166,65.199
2026-07-01 02:46:00,32,36,0,0,0.158,65.645
2026-07-01 02:46:02,32,36,0,0,0.153,65.654
2026-07-01 02:47:07,32,32,0,0,0.171,66.089
2026-07-01 02:48:48,30,32,0,0,0.142,66.669
2026-07-01 02:51:01,33,35,0,0,0.134,66.95
2026-07-01 02:56:00,32,33,0,0,0.166,67.657
2026-07-01 02:56:49,31,32,0,0,0.163,67.703
2026-07-01 03:01:01,26,28,0,0,0.182,68.056
2026-07-01 03:06:03,31,33,0,0,0.225,68.701
2026-07-01 03:11:01,33,37,0,0,0.251,69.275
2026-07-01 03:12:21,31,32,0,0,0.273,69.273
2026-07-01 03:16:00,32,32,0,0,0.305,68.954
2026-07-01 03:16:45,32,35,0,0,0.31,68.922
2026-07-01 03:20:33,33,33,0,0,0.342,68.449
2026-07-01 03:21:01,33,33,0,0,0.34,68.35
2026-07-01 03:24:52,30,32,0,0,0.321,67.339
2026-07-01 03:26:00,28,28,0,0,0.348,67.007
2026-07-01 03:29:07,30,32,0,0,0.366,66.238
2026-07-01 03:30:22,27,30,0,0,0.366,66.044
2026-07-01 03:31:01,30,33,0,0,0.34,65.977
2026-07-01 03:32:56,32,34,0,0,0.364,65.744
